,code,voivodeship,year,sex,age,rate
5309,2800000,WARMIŃSKO-MAZURSKIE,2011,males,55-64,42.9
5310,3000000,WIELKOPOLSKIE,2011,males,55-64,46.8
5311,3200000,ZACHODNIOPOMORSKIE,2011,males,55-64,41.6
5312,200000,DOLNOŚLĄSKIE,2012,males,55-64,48.6
5313,400000,KUJAWSKO-POMORSKIE,2012,males,55-64,47.3
5314,600000,LUBELSKIE,2012,males,55-64,44.5
5315,800000,LUBUSKIE,2012,males,55-64,42.3
5316,1000000,ŁÓDZKIE,2012,males,55-64,47.9
5317,1200000,MAŁOPOLSKIE,2012,males,55-64,42.9
5318,1400000,MAZOWIECKIE,2012,males,55-64,55.1
5319,1600000,OPOLSKIE,2012,males,55-64,53.2
5320,1800000,PODKARPACKIE,2012,males,55-64,39.1
5321,2000000,PODLASKIE,2012,males,55-64,50.0
5322,2200000,POMORSKIE,2012,males,55-64,47.9
5323,2400000,ŚLĄSKIE,2012,males,55-64,38.7
5324,2600000,ŚWIĘTOKRZYSKIE,2012,males,55-64,44.9
5325,2800000,WARMIŃSKO-MAZURSKIE,2012,males,55-64,44.6
5326,3000000,WIELKOPOLSKIE,2012,males,55-64,49.5
5327,3200000,ZACHODNIOPOMORSKIE,2012,males,55-64,45.9
5328,200000,DOLNOŚLĄSKIE,2013,males,55-64,50.0
5329,400000,KUJAWSKO-POMORSKIE,2013,males,55-64,51.2
5330,600000,LUBELSKIE,2013,males,55-64,46.6
5331,800000,LUBUSKIE,2013,males,55-64,45.3
5332,1000000,ŁÓDZKIE,2013,males,55-64,51.5
5333,1200000,MAŁOPOLSKIE,2013,males,55-64,42.3
5334,1400000,MAZOWIECKIE,2013,males,55-64,56.5
5335,1600000,OPOLSKIE,2013,males,55-64,53.3
5336,1800000,PODKARPACKIE,2013,males,55-64,40.9
5337,2000000,PODLASKIE,2013,males,55-64,53.6
5338,2200000,POMORSKIE,2013,males,55-64,51.0
5339,2400000,ŚLĄSKIE,2013,males,55-64,41.8
5340,2600000,ŚWIĘTOKRZYSKIE,2013,males,55-64,44.9
5341,2800000,WARMIŃSKO-MAZURSKIE,2013,males,55-64,45.8
5342,3000000,WIELKOPOLSKIE,2013,males,55-64,52.5
5343,3200000,ZACHODNIOPOMORSKIE,2013,males,55-64,49.1
5344,200000,DOLNOŚLĄSKIE,2014,males,55-64,50.3
5345,400000,KUJAWSKO-POMORSKIE,2014,males,55-64,52.3
5346,600000,LUBELSKIE,2014,males,55-64,49.7
5347,800000,LUBUSKIE,2014,males,55-64,49.4
5348,1000000,ŁÓDZKIE,2014,males,55-64,54.6
5349,1200000,MAŁOPOLSKIE,2014,males,55-64,44.0
5350,1400000,MAZOWIECKIE,2014,males,55-64,60.3
5351,1600000,OPOLSKIE,2014,males,55-64,53.1
5352,1800000,PODKARPACKIE,2014,males,55-64,40.2
5353,2000000,PODLASKIE,2014,males,55-64,55.6
5354,2200000,POMORSKIE,2014,males,55-64,51.7
5355,2400000,ŚLĄSKIE,2014,males,55-64,45.8
5356,2600000,ŚWIĘTOKRZYSKIE,2014,males,55-64,48.1
5357,2800000,WARMIŃSKO-MAZURSKIE,2014,males,55-64,44.4
5358,3000000,WIELKOPOLSKIE,2014,males,55-64,53.4
5359,3200000,ZACHODNIOPOMORSKIE,2014,males,55-64,49.6
5360,200000,DOLNOŚLĄSKIE,2015,males,55-64,54.0
5361,400000,KUJAWSKO-POMORSKIE,2015,males,55-64,52.0
5362,600000,LUBELSKIE,2015,males,55-64,52.5
5363,800000,LUBUSKIE,2015,males,55-64,53.4
5364,1000000,ŁÓDZKIE,2015,males,55-64,53.0
5365,1200000,MAŁOPOLSKIE,2015,males,55-64,44.9
5366,1400000,MAZOWIECKIE,2015,males,55-64,60.4
5367,1600000,OPOLSKIE,2015,males,55-64,54.7
5368,1800000,PODKARPACKIE,2015,males,55-64,40.6
5369,2000000,PODLASKIE,2015,males,55-64,53.4
5370,2200000,POMORSKIE,2015,males,55-64,57.5
5371,2400000,ŚLĄSKIE,2015,males,55-64,45.3
5372,2600000,ŚWIĘTOKRZYSKIE,2015,males,55-64,51.5
5373,2800000,WARMIŃSKO-MAZURSKIE,2015,males,55-64,48.0
5374,3000000,WIELKOPOLSKIE,2015,males,55-64,55.0
5375,3200000,ZACHODNIOPOMORSKIE,2015,males,55-64,50.9
5376,200000,DOLNOŚLĄSKIE,2016,males,55-64,57.4
5377,400000,KUJAWSKO-POMORSKIE,2016,males,55-64,55.4
5378,600000,LUBELSKIE,2016,males,55-64,51.1
5379,800000,LUBUSKIE,2016,males,55-64,57.7
5380,1000000,ŁÓDZKIE,2016,males,55-64,52.9
5381,1200000,MAŁOPOLSKIE,2016,males,55-64,50.2
5382,1400000,MAZOWIECKIE,2016,males,55-64,59.8
5383,1600000,OPOLSKIE,2016,males,55-64,60.0
5384,1800000,PODKARPACKIE,2016,males,55-64,46.5
5385,2000000,PODLASKIE,2016,males,55-64,56.8
5386,2200000,POMORSKIE,2016,males,55-64,59.6
5387,2400000,ŚLĄSKIE,2016,males,55-64,44.4
5388,2600000,ŚWIĘTOKRZYSKIE,2016,males,55-64,52.8
5389,2800000,WARMIŃSKO-MAZURSKIE,2016,males,55-64,51.5
5390,3000000,WIELKOPOLSKIE,2016,males,55-64,57.7
5391,3200000,ZACHODNIOPOMORSKIE,2016,males,55-64,50.4
5392,200000,DOLNOŚLĄSKIE,2017,males,55-64,56.3
5393,400000,KUJAWSKO-POMORSKIE,2017,males,55-64,55.5
5394,600000,LUBELSKIE,2017,males,55-64,56.2
5395,800000,LUBUSKIE,2017,males,55-64,57.1
5396,1000000,ŁÓDZKIE,2017,males,55-64,60.1
5397,1200000,MAŁOPOLSKIE,2017,males,55-64,56.0
5398,1400000,MAZOWIECKIE,2017,males,55-64,63.7
5399,1600000,OPOLSKIE,2017,males,55-64,64.1
5400,1800000,PODKARPACKIE,2017,males,55-64,48.4
5401,2000000,PODLASKIE,2017,males,55-64,58.1
5402,2200000,POMORSKIE,2017,males,55-64,59.4
5403,2400000,ŚLĄSKIE,2017,males,55-64,48.5
5404,2600000,ŚWIĘTOKRZYSKIE,2017,males,55-64,55.2
5405,2800000,WARMIŃSKO-MAZURSKIE,2017,males,55-64,54.2
5406,3000000,WIELKOPOLSKIE,2017,males,55-64,61.2
5407,3200000,ZACHODNIOPOMORSKIE,2017,males,55-64,52.1
5408,200000,DOLNOŚLĄSKIE,2018,males,55-64,58.2
5409,400000,KUJAWSKO-POMORSKIE,2018,males,55-64,61.2
5410,600000,LUBELSKIE,2018,males,55-64,54.5
5411,800000,LUBUSKIE,2018,males,55-64,56.7
5412,1000000,ŁÓDZKIE,2018,males,55-64,64.2
5413,1200000,MAŁOPOLSKIE,2018,males,55-64,54.8
5414,1400000,MAZOWIECKIE,2018,males,55-64,67.9
5415,1600000,OPOLSKIE,2018,males,55-64,65.1
5416,1800000,PODKARPACKIE,2018,males,55-64,50.4
5417,2000000,PODLASKIE,2018,males,55-64,58.1
5418,2200000,POMORSKIE,2018,males,55-64,63.3
5419,2400000,ŚLĄSKIE,2018,males,55-64,49.5
5420,2600000,ŚWIĘTOKRZYSKIE,2018,males,55-64,53.6
5421,2800000,WARMIŃSKO-MAZURSKIE,2018,males,55-64,53.2
5422,3000000,WIELKOPOLSKIE,2018,males,55-64,61.2
5423,3200000,ZACHODNIOPOMORSKIE,2018,males,55-64,55.7
5424,200000,DOLNOŚLĄSKIE,2019,males,55-64,59.9
5425,400000,KUJAWSKO-POMORSKIE,2019,males,55-64,58.5
5426,600000,LUBELSKIE,2019,males,55-64,52.7
5427,800000,LUBUSKIE,2019,males,55-64,61.5
5428,1000000,ŁÓDZKIE,2019,males,55-64,61.7
5429,1200000,MAŁOPOLSKIE,2019,males,55-64,55.1
5430,1400000,MAZOWIECKIE,2019,males,55-64,68.7
5431,1600000,OPOLSKIE,2019,males,55-64,67.2
5432,1800000,PODKARPACKIE,2019,males,55-64,54.3
5433,2000000,PODLASKIE,2019,males,55-64,60.0
5434,2200000,POMORSKIE,2019,males,55-64,67.9
5435,2400000,ŚLĄSKIE,2019,males,55-64,48.1
5436,2600000,ŚWIĘTOKRZYSKIE,2019,males,55-64,56.8
5437,2800000,WARMIŃSKO-MAZURSKIE,2019,males,55-64,61.3
5438,3000000,WIELKOPOLSKIE,2019,males,55-64,63.3
5439,3200000,ZACHODNIOPOMORSKIE,2019,males,55-64,59.1
5440,200000,DOLNOŚLĄSKIE,2020,males,55-64,61.5
5441,400000,KUJAWSKO-POMORSKIE,2020,males,55-64,60.2
5442,600000,LUBELSKIE,2020,males,55-64,58.5
5443,800000,LUBUSKIE,2020,males,55-64,65.6
5444,1000000,ŁÓDZKIE,2020,males,55-64,68.4
5445,1200000,MAŁOPOLSKIE,2020,males,55-64,56.9
5446,1400000,MAZOWIECKIE,2020,males,55-64,70.6
5447,1600000,OPOLSKIE,2020,males,55-64,68.8
5448,1800000,PODKARPACKIE,2020,males,55-64,56.3
5449,2000000,PODLASKIE,2020,males,55-64,62.7
5450,2200000,POMORSKIE,2020,males,55-64,69.6
5451,2400000,ŚLĄSKIE,2020,males,55-64,49.0
5452,2600000,ŚWIĘTOKRZYSKIE,2020,males,55-64,63.8
5453,2800000,WARMIŃSKO-MAZURSKIE,2020,males,55-64,60.9
5454,3000000,WIELKOPOLSKIE,2020,males,55-64,64.4
5455,3200000,ZACHODNIOPOMORSKIE,2020,males,55-64,65.1
5456,200000,DOLNOŚLĄSKIE,2021,males,55-64,67.0
5457,400000,KUJAWSKO-POMORSKIE,2021,males,55-64,68.3
5458,600000,LUBELSKIE,2021,males,55-64,65.8
5459,800000,LUBUSKIE,2021,males,55-64,67.2
5460,1000000,ŁÓDZKIE,2021,males,55-64,71.0
5461,1200000,MAŁOPOLSKIE,2021,males,55-64,62.4
5462,1400000,MAZOWIECKIE,2021,males,55-64,75.5
5463,1600000,OPOLSKIE,2021,males,55-64,74.1
5464,1800000,PODKARPACKIE,2021,males,55-64,62.2
5465,2000000,PODLASKIE,2021,males,55-64,70.3
5466,2200000,POMORSKIE,2021,males,55-64,74.0
5467,2400000,ŚLĄSKIE,2021,males,55-64,55.1
5468,2600000,ŚWIĘTOKRZYSKIE,2021,males,55-64,69.2
5469,2800000,WARMIŃSKO-MAZURSKIE,2021,males,55-64,67.4
5470,3000000,WIELKOPOLSKIE,2021,males,55-64,71.6
5471,3200000,ZACHODNIOPOMORSKIE,2021,males,55-64,67.3
5472,200000,DOLNOŚLĄSKIE,2022,males,55-64,70.6
5473,400000,KUJAWSKO-POMORSKIE,2022,males,55-64,71.8
5474,600000,LUBELSKIE,2022,males,55-64,69.2
5475,800000,LUBUSKIE,2022,males,55-64,70.5
5476,1000000,ŁÓDZKIE,2022,males,55-64,74.1
5477,1200000,MAŁOPOLSKIE,2022,males,55-64,63.3
5478,1400000,MAZOWIECKIE,2022,males,55-64,76.7
5479,1600000,OPOLSKIE,2022,males,55-64,69.5
5480,1800000,PODKARPACKIE,2022,males,55-64,63.1
5481,2000000,PODLASKIE,2022,males,55-64,71.0
5482,2200000,POMORSKIE,2022,males,55-64,77.8
5483,2400000,ŚLĄSKIE,2022,males,55-64,56.6
5484,2600000,ŚWIĘTOKRZYSKIE,2022,males,55-64,73.0
5485,2800000,WARMIŃSKO-MAZURSKIE,2022,males,55-64,70.5
5486,3000000,WIELKOPOLSKIE,2022,males,55-64,72.7
5487,3200000,ZACHODNIOPOMORSKIE,2022,males,55-64,67.3
5488,200000,DOLNOŚLĄSKIE,2023,males,55-64,70.2
5489,400000,KUJAWSKO-POMORSKIE,2023,males,55-64,75.2
5490,600000,LUBELSKIE,2023,males,55-64,69.9
5491,800000,LUBUSKIE,2023,males,55-64,74.1
5492,1000000,ŁÓDZKIE,2023,males,55-64,71.6
5493,1200000,MAŁOPOLSKIE,2023,males,55-64,63.6
5494,1400000,MAZOWIECKIE,2023,males,55-64,76.3
5495,1600000,OPOLSKIE,2023,males,55-64,74.1
5496,1800000,PODKARPACKIE,2023,males,55-64,63.8
5497,2000000,PODLASKIE,2023,males,55-64,77.1
5498,2200000,POMORSKIE,2023,males,55-64,73.7
5499,2400000,ŚLĄSKIE,2023,males,55-64,58.3
5500,2600000,ŚWIĘTOKRZYSKIE,2023,males,55-64,75.4
5501,2800000,WARMIŃSKO-MAZURSKIE,2023,males,55-64,69.3
5502,3000000,WIELKOPOLSKIE,2023,males,55-64,77.3
5503,3200000,ZACHODNIOPOMORSKIE,2023,males,55-64,67.4
5504,200000,DOLNOŚLĄSKIE,2024,males,55-64,69.4
5505,400000,KUJAWSKO-POMORSKIE,2024,males,55-64,73.5
5506,600000,LUBELSKIE,2024,males,55-64,70.3
5507,800000,LUBUSKIE,2024,males,55-64,73.7
5508,1000000,ŁÓDZKIE,2024,males,55-64,71.4
5509,1200000,MAŁOPOLSKIE,2024,males,55-64,65.1
5510,1400000,MAZOWIECKIE,2024,males,55-64,76.7
5511,1600000,OPOLSKIE,2024,males,55-64,76.8
5512,1800000,PODKARPACKIE,2024,males,55-64,67.5
5513,2000000,PODLASKIE,2024,males,55-64,75.0
5514,2200000,POMORSKIE,2024,males,55-64,75.5
5515,2400000,ŚLĄSKIE,2024,males,55-64,60.0
5516,2600000,ŚWIĘTOKRZYSKIE,2024,males,55-64,71.6
5517,2800000,WARMIŃSKO-MAZURSKIE,2024,males,55-64,63.2
5518,3000000,WIELKOPOLSKIE,2024,males,55-64,76.6
5519,3200000,ZACHODNIOPOMORSKIE,2024,males,55-64,74.2
5520,200000,DOLNOŚLĄSKIE,2010,females,55-64,23.3
5521,400000,KUJAWSKO-POMORSKIE,2010,females,55-64,19.0
5522,600000,LUBELSKIE,2010,females,55-64,23.8
5523,800000,LUBUSKIE,2010,females,55-64,20.0
5524,1000000,ŁÓDZKIE,2010,females,55-64,19.5
5525,1200000,MAŁOPOLSKIE,2010,females,55-64,21.3
5526,1400000,MAZOWIECKIE,2010,females,55-64,28.9
5527,1600000,OPOLSKIE,2010,females,55-64,18.2
5528,1800000,PODKARPACKIE,2010,females,55-64,18.7
5529,2000000,PODLASKIE,2010,females,55-64,21.7
5530,2200000,POMORSKIE,2010,females,55-64,26.1
5531,2400000,ŚLĄSKIE,2010,females,55-64,17.7
5532,2600000,ŚWIĘTOKRZYSKIE,2010,females,55-64,22.1
5533,2800000,WARMIŃSKO-MAZURSKIE,2010,females,55-64,20.2
5534,3000000,WIELKOPOLSKIE,2010,females,55-64,21.0
5535,3200000,ZACHODNIOPOMORSKIE,2010,females,55-64,21.0
5536,200000,DOLNOŚLĄSKIE,2011,females,55-64,26.0
5537,400000,KUJAWSKO-POMORSKIE,2011,females,55-64,21.1
5538,600000,LUBELSKIE,2011,females,55-64,25.6
5539,800000,LUBUSKIE,2011,females,55-64,23.8
5540,1000000,ŁÓDZKIE,2011,females,55-64,23.7
5541,1200000,MAŁOPOLSKIE,2011,females,55-64,22.8
5542,1400000,MAZOWIECKIE,2011,females,55-64,33.5
5543,1600000,OPOLSKIE,2011,females,55-64,20.9
5544,1800000,PODKARPACKIE,2011,females,55-64,20.5
5545,2000000,PODLASKIE,2011,females,55-64,27.8
5546,2200000,POMORSKIE,2011,females,55-64,27.2
5547,2400000,ŚLĄSKIE,2011,females,55-64,21.1
5548,2600000,ŚWIĘTOKRZYSKIE,2011,females,55-64,26.0
5549,2800000,WARMIŃSKO-MAZURSKIE,2011,females,55-64,21.6
5550,3000000,WIELKOPOLSKIE,2011,females,55-64,24.9
5551,3200000,ZACHODNIOPOMORSKIE,2011,females,55-64,23.4
5552,200000,DOLNOŚLĄSKIE,2012,females,55-64,27.5
5553,400000,KUJAWSKO-POMORSKIE,2012,females,55-64,23.8
5554,600000,LUBELSKIE,2012,females,55-64,30.4
5555,800000,LUBUSKIE,2012,females,55-64,23.1
5556,1000000,ŁÓDZKIE,2012,females,55-64,27.2
5557,1200000,MAŁOPOLSKIE,2012,females,55-64,23.7
5558,1400000,MAZOWIECKIE,2012,females,55-64,36.2
5559,1600000,OPOLSKIE,2012,females,55-64,24.3
5560,1800000,PODKARPACKIE,2012,females,55-64,21.9
5561,2000000,PODLASKIE,2012,females,55-64,30.1
5562,2200000,POMORSKIE,2012,females,55-64,27.2
5563,2400000,ŚLĄSKIE,2012,females,55-64,23.7
5564,2600000,ŚWIĘTOKRZYSKIE,2012,females,55-64,28.2
5565,2800000,WARMIŃSKO-MAZURSKIE,2012,females,55-64,23.3
5566,3000000,WIELKOPOLSKIE,2012,females,55-64,25.1
5567,3200000,ZACHODNIOPOMORSKIE,2012,females,55-64,25.4
5568,200000,DOLNOŚLĄSKIE,2013,females,55-64,28.3
5569,400000,KUJAWSKO-POMORSKIE,2013,females,55-64,26.0
5570,600000,LUBELSKIE,2013,females,55-64,32.3
5571,800000,LUBUSKIE,2013,females,55-64,27.3
5572,1000000,ŁÓDZKIE,2013,females,55-64,29.4
5573,1200000,MAŁOPOLSKIE,2013,females,55-64,25.4
5574,1400000,MAZOWIECKIE,2013,females,55-64,38.8
5575,1600000,OPOLSKIE,2013,females,55-64,26.5
5576,1800000,PODKARPACKIE,2013,females,55-64,23.2
5577,2000000,PODLASKIE,2013,females,55-64,30.3
5578,2200000,POMORSKIE,2013,females,55-64,30.1
5579,2400000,ŚLĄSKIE,2013,females,55-64,26.2
5580,2600000,ŚWIĘTOKRZYSKIE,2013,females,55-64,26.9
5581,2800000,WARMIŃSKO-MAZURSKIE,2013,females,55-64,26.9
5582,3000000,WIELKOPOLSKIE,2013,females,55-64,26.4
5583,3200000,ZACHODNIOPOMORSKIE,2013,females,55-64,29.8
5584,200000,DOLNOŚLĄSKIE,2014,females,55-64,30.6
5585,400000,KUJAWSKO-POMORSKIE,2014,females,55-64,28.5
5586,600000,LUBELSKIE,2014,females,55-64,32.0
5587,800000,LUBUSKIE,2014,females,55-64,32.9
5588,1000000,ŁÓDZKIE,2014,females,55-64,32.2
5589,1200000,MAŁOPOLSKIE,2014,females,55-64,29.4
5590,1400000,MAZOWIECKIE,2014,females,55-64,39.6
5591,1600000,OPOLSKIE,2014,females,55-64,29.6
5592,1800000,PODKARPACKIE,2014,females,55-64,24.5
5593,2000000,PODLASKIE,2014,females,55-64,34.6
5594,2200000,POMORSKIE,2014,females,55-64,31.6
5595,2400000,ŚLĄSKIE,2014,females,55-64,27.7
5596,2600000,ŚWIĘTOKRZYSKIE,2014,females,55-64,29.6
5597,2800000,WARMIŃSKO-MAZURSKIE,2014,females,55-64,28.2
5598,3000000,WIELKOPOLSKIE,2014,females,55-64,30.9
5599,3200000,ZACHODNIOPOMORSKIE,2014,females,55-64,32.6
5600,200000,DOLNOŚLĄSKIE,2015,females,55-64,33.6
5601,400000,KUJAWSKO-POMORSKIE,2015,females,55-64,31.4
5602,600000,LUBELSKIE,2015,females,55-64,35.3
5603,800000,LUBUSKIE,2015,females,55-64,37.5
5604,1000000,ŁÓDZKIE,2015,females,55-64,35.3
5605,1200000,MAŁOPOLSKIE,2015,females,55-64,31.7
5606,1400000,MAZOWIECKIE,2015,females,55-64,41.8
5607,1600000,OPOLSKIE,2015,females,55-64,32.4
5608,1800000,PODKARPACKIE,2015,females,55-64,25.7
5609,2000000,PODLASKIE,2015,females,55-64,37.0
5610,2200000,POMORSKIE,2015,females,55-64,35.6
5611,2400000,ŚLĄSKIE,2015,females,55-64,29.9
5612,2600000,ŚWIĘTOKRZYSKIE,2015,females,55-64,30.8
5613,2800000,WARMIŃSKO-MAZURSKIE,2015,females,55-64,31.4
5614,3000000,WIELKOPOLSKIE,2015,females,55-64,35.1
5615,3200000,ZACHODNIOPOMORSKIE,2015,females,55-64,32.5
5616,200000,DOLNOŚLĄSKIE,2016,females,55-64,37.0
5617,400000,KUJAWSKO-POMORSKIE,2016,females,55-64,32.9
5618,600000,LUBELSKIE,2016,females,55-64,35.9
5619,800000,LUBUSKIE,2016,females,55-64,37.2
5620,1000000,ŁÓDZKIE,2016,females,55-64,37.0
5621,1200000,MAŁOPOLSKIE,2016,females,55-64,33.6
5622,1400000,MAZOWIECKIE,2016,females,55-64,44.3
5623,1600000,OPOLSKIE,2016,females,55-64,32.4
5624,1800000,PODKARPACKIE,2016,females,55-64,31.2
5625,2000000,PODLASKIE,2016,females,55-64,36.7
5626,2200000,POMORSKIE,2016,females,55-64,38.3
5627,2400000,ŚLĄSKIE,2016,females,55-64,33.4
5628,2600000,ŚWIĘTOKRZYSKIE,2016,females,55-64,34.0
5629,2800000,WARMIŃSKO-MAZURSKIE,2016,females,55-64,31.4
5630,3000000,WIELKOPOLSKIE,2016,females,55-64,37.5
5631,3200000,ZACHODNIOPOMORSKIE,2016,females,55-64,33.1
5632,200000,DOLNOŚLĄSKIE,2017,females,55-64,38.0
5633,400000,KUJAWSKO-POMORSKIE,2017,females,55-64,32.9
5634,600000,LUBELSKIE,2017,females,55-64,36.0
5635,800000,LUBUSKIE,2017,females,55-64,36.8
5636,1000000,ŁÓDZKIE,2017,females,55-64,41.2
5637,1200000,MAŁOPOLSKIE,2017,females,55-64,38.7
5638,1400000,MAZOWIECKIE,2017,females,55-64,43.7
5639,1600000,OPOLSKIE,2017,females,55-64,37.1
5640,1800000,PODKARPACKIE,2017,females,55-64,33.1
5641,2000000,PODLASKIE,2017,females,55-64,39.2
5642,2200000,POMORSKIE,2017,females,55-64,43.7
5643,2400000,ŚLĄSKIE,2017,females,55-64,34.3
5644,2600000,ŚWIĘTOKRZYSKIE,2017,females,55-64,34.8
5645,2800000,WARMIŃSKO-MAZURSKIE,2017,females,55-64,35.6
5646,3000000,WIELKOPOLSKIE,2017,females,55-64,38.7
5647,3200000,ZACHODNIOPOMORSKIE,2017,females,55-64,37.9
5648,200000,DOLNOŚLĄSKIE,2018,females,55-64,40.1
5649,400000,KUJAWSKO-POMORSKIE,2018,females,55-64,35.8
5650,600000,LUBELSKIE,2018,females,55-64,36.3
5651,800000,LUBUSKIE,2018,females,55-64,38.4
5652,1000000,ŁÓDZKIE,2018,females,55-64,38.3
5653,1200000,MAŁOPOLSKIE,2018,females,55-64,36.9
5654,1400000,MAZOWIECKIE,2018,females,55-64,46.0
5655,1600000,OPOLSKIE,2018,females,55-64,38.2
5656,1800000,PODKARPACKIE,2018,females,55-64,32.8
5657,2000000,PODLASKIE,2018,females,55-64,38.5
5658,2200000,POMORSKIE,2018,females,55-64,39.0
5659,2400000,ŚLĄSKIE,2018,females,55-64,31.8
5660,2600000,ŚWIĘTOKRZYSKIE,2018,females,55-64,34.4
5661,2800000,WARMIŃSKO-MAZURSKIE,2018,females,55-64,36.3
5662,3000000,WIELKOPOLSKIE,2018,females,55-64,39.5
5663,3200000,ZACHODNIOPOMORSKIE,2018,females,55-64,41.7
5664,200000,DOLNOŚLĄSKIE,2019,females,55-64,40.2
5665,400000,KUJAWSKO-POMORSKIE,2019,females,55-64,35.0
5666,600000,LUBELSKIE,2019,females,55-64,37.8
5667,800000,LUBUSKIE,2019,females,55-64,38.0
5668,1000000,ŁÓDZKIE,2019,females,55-64,36.5
5669,1200000,MAŁOPOLSKIE,2019,females,55-64,35.7
5670,1400000,MAZOWIECKIE,2019,females,55-64,46.9
5671,1600000,OPOLSKIE,2019,females,55-64,36.8
5672,1800000,PODKARPACKIE,2019,females,55-64,33.1
5673,2000000,PODLASKIE,2019,females,55-64,38.3
5674,2200000,POMORSKIE,2019,females,55-64,40.0
5675,2400000,ŚLĄSKIE,2019,females,55-64,31.5
5676,2600000,ŚWIĘTOKRZYSKIE,2019,females,55-64,37.9
5677,2800000,WARMIŃSKO-MAZURSKIE,2019,females,55-64,38.6
5678,3000000,WIELKOPOLSKIE,2019,females,55-64,38.9
5679,3200000,ZACHODNIOPOMORSKIE,2019,females,55-64,39.7
5680,200000,DOLNOŚLĄSKIE,2020,females,55-64,42.0
5681,400000,KUJAWSKO-POMORSKIE,2020,females,55-64,34.5
5682,600000,LUBELSKIE,2020,females,55-64,40.1
5683,800000,LUBUSKIE,2020,females,55-64,38.6
5684,1000000,ŁÓDZKIE,2020,females,55-64,40.6
5685,1200000,MAŁOPOLSKIE,2020,females,55-64,40.3
5686,1400000,MAZOWIECKIE,2020,females,55-64,49.9
5687,1600000,OPOLSKIE,2020,females,55-64,39.7
5688,1800000,PODKARPACKIE,2020,females,55-64,36.3
5689,2000000,PODLASKIE,2020,females,55-64,41.3
5690,2200000,POMORSKIE,2020,females,55-64,41.9
5691,2400000,ŚLĄSKIE,2020,females,55-64,33.8
5692,2600000,ŚWIĘTOKRZYSKIE,2020,females,55-64,38.8
5693,2800000,WARMIŃSKO-MAZURSKIE,2020,females,55-64,40.4
5694,3000000,WIELKOPOLSKIE,2020,females,55-64,37.0
5695,3200000,ZACHODNIOPOMORSKIE,2020,females,55-64,42.0
5696,200000,DOLNOŚLĄSKIE,2021,females,55-64,43.1
5697,400000,KUJAWSKO-POMORSKIE,2021,females,55-64,39.7
5698,600000,LUBELSKIE,2021,females,55-64,46.1
5699,800000,LUBUSKIE,2021,females,55-64,38.2
5700,1000000,ŁÓDZKIE,2021,females,55-64,41.3
5701,1200000,MAŁOPOLSKIE,2021,females,55-64,41.3
5702,1400000,MAZOWIECKIE,2021,females,55-64,51.3
5703,1600000,OPOLSKIE,2021,females,55-64,45.3
5704,1800000,PODKARPACKIE,2021,females,55-64,36.0
5705,2000000,PODLASKIE,2021,females,55-64,47.3
5706,2200000,POMORSKIE,2021,females,55-64,44.4
5707,2400000,ŚLĄSKIE,2021,females,55-64,41.0
5708,2600000,ŚWIĘTOKRZYSKIE,2021,females,55-64,44.0
5709,2800000,WARMIŃSKO-MAZURSKIE,2021,females,55-64,40.0
5710,3000000,WIELKOPOLSKIE,2021,females,55-64,42.1
5711,3200000,ZACHODNIOPOMORSKIE,2021,females,55-64,43.4
5712,200000,DOLNOŚLĄSKIE,2022,females,55-64,42.3
5713,400000,KUJAWSKO-POMORSKIE,2022,females,55-64,41.2
5714,600000,LUBELSKIE,2022,females,55-64,48.4
5715,800000,LUBUSKIE,2022,females,55-64,41.8
5716,1000000,ŁÓDZKIE,2022,females,55-64,44.8
5717,1200000,MAŁOPOLSKIE,2022,females,55-64,41.4
5718,1400000,MAZOWIECKIE,2022,females,55-64,54.0
5719,1600000,OPOLSKIE,2022,females,55-64,43.8
5720,1800000,PODKARPACKIE,2022,females,55-64,38.6
5721,2000000,PODLASKIE,2022,females,55-64,47.9
5722,2200000,POMORSKIE,2022,females,55-64,49.6
5723,2400000,ŚLĄSKIE,2022,females,55-64,39.7
5724,2600000,ŚWIĘTOKRZYSKIE,2022,females,55-64,46.8
5725,2800000,WARMIŃSKO-MAZURSKIE,2022,females,55-64,42.2
5726,3000000,WIELKOPOLSKIE,2022,females,55-64,44.1
5727,3200000,ZACHODNIOPOMORSKIE,2022,females,55-64,44.4
5728,200000,DOLNOŚLĄSKIE,2023,females,55-64,47.6
5729,400000,KUJAWSKO-POMORSKIE,2023,females,55-64,41.4
5730,600000,LUBELSKIE,2023,females,55-64,47.6
5731,800000,LUBUSKIE,2023,females,55-64,46.8
5732,1000000,ŁÓDZKIE,2023,females,55-64,45.2
5733,1200000,MAŁOPOLSKIE,2023,females,55-64,45.1
5734,1400000,MAZOWIECKIE,2023,females,55-64,57.7
5735,1600000,OPOLSKIE,2023,females,55-64,41.3
5736,1800000,PODKARPACKIE,2023,females,55-64,43.4
5737,2000000,PODLASKIE,2023,females,55-64,52.8
5738,2200000,POMORSKIE,2023,females,55-64,48.9
5739,2400000,ŚLĄSKIE,2023,females,55-64,42.0
5740,2600000,ŚWIĘTOKRZYSKIE,2023,females,55-64,49.3
5741,2800000,WARMIŃSKO-MAZURSKIE,2023,females,55-64,43.7
5742,3000000,WIELKOPOLSKIE,2023,females,55-64,46.5
